CustomerID,Frequency,Monetary,CustomerLifetimeDays
11306,1,180.95,52
11307,9,2018.76,204
11308,1,309.87,368
11309,2,3810.09,218
11310,1,251.76,172
11311,3,786.74,289
11312,6,201.19,51
11313,1,457.76,77
11314,4,576.91,268
11315,11,2476.65,284
11316,1,73.06,29
11317,7,172.25,37
11318,1,247.97,129
11319,1,12987.48,331
11320,8,1070.76,276
11321,2,172.96,368
11322,5,3628.07,356
11323,2,592.06,323
11324,1,206.97,112
11325,4,1084.25,60
11326,2,799.19,60
11327,1,406.38,322
11328,2,453.01,276
11329,4,177.34,370
11330,1,221.23,108
11331,1,1600.89,371
11332,1,411.26,69
11333,1,6878.61,273
11334,1,1257.83,336
11335,3,113.66,64
11336,2,178.26,259
11337,2,5606.96,29
11338,2,1112.46,370
11339,3,801.54,49
11340,1,300.83,233
11341,4,689.88,171
11342,2,5196.87,106
11343,4,717.31,297
11344,2,1546.55,282
11345,2,428.76,282
11346,6,1836.23,181
11347,1,631.51,359
11348,1,314.56,371
11349,1,2234.0,183
11350,3,37808.81,235
11351,1,731.9,74
11352,2,205.43,99
11353,1,305.6,168
11354,6,202.27,176
11355,6,287.8,283
11356,1,925.82,7
11357,2,202.67,216
11358,1,597.24,360
11359,4,787.3,225
11360,3,683.59,294
11361,1,3041.64,372
11362,2,547.06,311
11363,4,537.72,16
11365,1,2183.21,331
11366,2,492.84,127
11367,4,5422.73,364
11368,1,2855.64,50
11369,1,110.23,253
11370,3,1826.72,337
11371,2,300.52,267
11372,1,218.17,245
11373,1,80.75,70
11374,2,588.65,24
11375,9,1352.78,238
11376,13,2664.4,203
11378,14,11051.76,238
11379,1,11526.23,232
11380,3,334.53,203
11381,1,797.96,335
11382,2,80.79,371
11383,4,111.69,45
11384,1,440.0,365
11385,2,162.15,309
11386,4,1143.0,333
11387,1,256.33,326
11388,3,1644.23,350
11389,3,2953.32,331
11390,1,786.76,123
11391,6,7169.83,53
11392,1,1835.92,16
11393,1,324.37,146
11394,2,640.78,234
11395,2,8145.6,50
11396,4,371.62,21
11397,1,654.64,255
11398,1,2211.08,84
11399,7,2225.94,308
11400,1,149.68,16
11401,2,538.58,288
11402,1,161.0,270
11403,1,723.27,366
11404,1,4734.35,371
11405,2,1126.17,363
11406,3,1752.92,357
11407,9,924.82,366
11408,1,5621.43,365
11409,2,91.51,60
11410,4,6036.78,365
11412,1,1071.9,140
11414,3,1259.62,226
11415,1,756.26,218
11416,1,1206.15,157
11417,1,1382.65,175
11418,6,373.82,330
11419,10,1393.48,241
11420,1,778.54,335
11421,3,320.59,372
11422,4,122.6,10
11423,1,473.52,325
11424,3,1129.99,357
11426,8,679.9,358
11427,3,5708.87,22
11428,1,2044.53,34
11429,6,2869.72,55
11430,4,518.63,186
11431,3,705.36,360
11432,1,1118.84,310
11433,1,361.25,197
11434,9,2136.21,197
11435,4,600.42,326
11436,2,1212.82,60
11437,3,1823.54,307
11438,9,216.46,357
11439,1,162.81,323
11440,2,546.21,74
11441,4,3901.79,142
11442,1,698.57,191
11443,1,1706.8,3
11444,1,719.79,16
11445,10,470.79,121
11446,1,151.63,87
11447,4,1195.93,29
11448,1,75.18,371
11449,2,1236.41,263
11450,1,253.51,360
11451,7,463.85,199
11452,2,1258.52,3
11453,10,1058.35,64
11454,6,3404.36,128
11455,1,424.61,88
11456,1,572.22,324
11457,8,834.75,254
11458,1,193.0,266
11459,3,1547.01,94
11460,1,4141.44,42
11462,6,225.88,67
11463,2,1701.66,60
11464,10,491.79,70
11465,1,784.27,371
11466,2,229.57,367
11467,1,8565.5,282
11468,7,1564.73,371
11469,4,3190.54,149
11470,2,584.07,88
11471,4,1484.2,255
11472,3,2564.51,323
11473,2,1135.09,370
11474,3,120.0,309
11475,4,1747.68,35
11477,4,9405.17,76
11478,2,388.52,17
11479,1,1166.35,300
11480,7,343.53,372
11482,2,1621.35,296
11483,8,867.29,337
11484,1,117.41,218
11485,1,1257.76,14
11486,2,5602.51,88
11488,1,1068.98,324
11489,1,522.04,189
11490,5,167.5,224
11491,2,657.8,294
11492,1,236.03,370
11493,5,622.86,297
11494,2,134.64,255
11496,1,93.77,311
11497,5,747.75,294
11498,7,815.72,238
11499,1,2043.77,262
11500,1,1382.84,286
11501,1,354.14,327
11502,3,2606.05,216
11503,1,186.42,139
11504,1,1329.3,88
11505,4,508.89,15
11506,1,7818.75,58
11507,2,1893.01,231
11508,1,1140.93,74
11509,1,20049.51,368
11510,2,701.32,111
11511,2,501.12,291
11512,4,251.48,294
11513,3,517.92,367
11514,5,6414.3,370
11515,4,3749.23,371
11516,5,433.53,368
11517,2,127.35,176
11518,4,5679.04,209
11519,1,1028.95,52
11520,1,2234.5,238
11522,5,2610.48,356
11523,2,906.17,169
11524,1,63.0,84
11525,2,414.61,176
11526,1,5592.94,333
11527,1,413.94,349
11528,1,2646.66,309
11529,1,124.94,301
11530,1,3621.15,87
11531,1,353.65,241
11532,4,4203.1,16
11534,6,1225.8,58
11535,6,3214.18,357
11536,1,232.38,364
11537,2,861.18,329
11538,2,243.71,372
11539,6,3723.5,338
11540,1,460.98,63
11541,5,162.61,49
11542,1,345.0,50
11543,5,224.08,252
11544,2,483.31,367
11545,3,119.69,153
11547,1,412.1,9
11548,1,383.07,301
11549,4,10674.29,204
11550,7,2250.26,352
11551,3,1095.67,326
11552,2,5839.49,358
11553,10,590.0,363
11554,2,725.23,329
11555,1,3983.32,14
11556,1,162.29,295
11557,2,65.89,35
11558,1,168.85,74
11559,1,2003.4,17
11560,1,2462.99,372
11561,5,286.21,276
11562,1,367.11,214
11563,1,112.18,357
11564,1,518.41,196
11565,4,683.51,359
11566,3,1339.43,331
11567,4,1132.05,371
11569,1,621.61,88
11570,20,2004.54,74
11571,2,1124.34,174
11572,2,524.9,212
11573,2,2520.2,265
11574,1,8693.09,364
11576,2,11152.62,9
11577,1,4221.1,317
11578,2,1447.19,56
11579,2,230.21,359
11580,1,357.48,309
11581,3,781.26,39
11582,6,186.38,316
11583,2,731.25,183
11584,1,1201.3,326
11585,2,344.95,35
11586,3,8679.83,118
11587,4,301.84,232
11588,2,207.66,36
11589,5,1130.14,24
11590,1,1248.5,359
11591,1,496.18,156
11592,9,13092.05,303
11593,12,3104.59,238
11594,1,993.36,336
11595,3,1581.69,358
11596,3,76.45,335
11597,1,239.47,276
11598,4,141.47,29
11599,1,2875.65,372
11600,2,1586.41,360
11601,4,15.0,203
11602,5,2053.05,71
11603,1,1018.66,372
11604,6,4006.27,273
11605,1,1717.25,240
11606,1,10564.58,203
11607,4,1981.81,32
11608,2,7527.56,36
11609,10,13065.47,202
11610,1,798.56,2
11611,4,1078.96,296
11612,3,2100.33,224
11613,2,2549.33,70
11614,1,1695.71,140
11615,1,5188.5,84
11616,2,365.32,311
11617,3,225.9,126
11618,9,575.97,145
11619,3,677.46,105
11620,1,437.43,371
11621,7,349.95,104
11623,6,192.6,238
11624,2,334.54,310
11626,3,246.59,246
11627,8,229.16,323
11628,1,1279.99,316
11629,1,1600.94,372
11630,1,1826.56,231
11631,3,168.86,360
11632,4,4003.84,120
11633,2,53.7,10
11635,7,415.67,291
11636,3,605.63,203
11637,10,495.27,367
11638,5,162.09,366
11640,1,6118.81,357
11641,1,2698.2,287
11642,27,42077.36,290
11643,1,574.48,272
11644,1,5559.94,319
11645,3,171.15,235
11646,1,355.86,36
11647,7,1839.99,364
11648,3,1516.09,372
11649,2,157.05,10
11650,2,112.54,244
11651,1,1505.88,288
11652,9,437.75,135
11653,8,790.19,275
11654,1,301.44,307
11655,6,933.72,39
11656,5,89.96,357
11657,2,850.42,276
11658,3,1098.46,296
11659,2,3710.01,272
11660,5,112.09,361
11661,1,2657.87,210
11662,1,131.57,360
11663,2,197.21,260
11665,2,417.22,331
11666,6,414.59,154
11669,1,200.77,62
11670,2,416.38,132
11671,1,230.59,287
11672,12,2293.78,364
11673,4,207.89,27
11674,4,75.61,371
11675,8,440.0,224
11676,1,869.98,368
11677,2,380.76,366
11678,1,280.54,133
11679,1,249.74,371
11680,1,1058.23,260
11681,2,524.31,51
11682,2,513.86,180
11683,2,396.09,304
11685,1,228.84,371
11686,1,32.67,368
11688,1,3984.69,29
11689,1,336.4,182
11690,7,277.92,304
11691,9,1000.31,140
11692,2,508.52,256
11693,3,104.78,253
11694,1,3724.45,367
11695,6,246.0,365
11696,1,11009.07,36
11697,2,4734.4,115
11698,7,351.11,52
11699,1,1121.87,241
11700,2,447.85,299
11701,9,1005.98,366
11702,2,97.76,127
11703,1,1084.18,171
11704,2,1483.54,175
11706,2,399.87,365
11707,3,616.49,119
11708,1,351.56,97
11709,1,2105.39,66
11710,3,1871.7,323
11711,2,100.44,259
11712,1,657.8,43
11713,1,653.87,169
11714,3,594.09,18
11715,2,3859.32,175
11716,2,380.1,360
11717,5,1892.82,337
11718,6,196.88,300
11719,1,17258.78,67
11721,3,605.78,73
11722,1,2905.33,269
11723,2,3344.54,363
11725,3,824.54,360
11726,9,1245.91,272
11727,4,1715.32,190
11728,1,463.6,70
11729,3,255.91,331
11730,1,160.55,119
11731,1,3026.59,316
11732,4,1651.76,325
11733,1,1271.92,365
11734,2,1469.08,315
11735,2,203.02,321
11736,4,731.71,328
11737,4,357.89,10
11738,2,76.14,2
11739,1,525.21,132
11740,5,110.37,354
11741,1,413.54,267
11742,2,99.16,262
11743,2,662.41,118
11744,1,264.85,45
11745,2,498.63,220
11746,1,482.11,275
11747,2,3772.75,64
11748,1,1376.5,371
11749,1,430.79,72
11750,1,507.17,163
11751,2,486.69,370
11752,1,267.17,57
11753,2,6774.63,371
11754,2,223.86,335
11755,1,4481.2,326
11756,1,881.17,371
11757,1,300.94,280
11758,4,3077.7,363
11759,2,528.77,46
11760,2,225.59,245
11761,3,634.98,245
11762,1,874.01,372
11763,1,453.0,331
11764,5,1592.51,90
11765,1,833.03,364
11766,4,98.0,77
11767,1,1214.58,213
11768,1,822.47,185
11769,4,259.19,87
11770,4,28.87,149
11771,3,102.02,262
11773,1,370.19,364
11774,1,639.23,367
11775,4,216.89,367
11776,1,3437.75,172
11777,1,433.74,286
11778,7,616.88,217
11779,1,223.74,372
11780,1,801.51,156
11781,1,37.97,335
11782,1,1063.27,363
11783,3,744.5,172
11784,3,1328.02,359
11785,1,406.61,244
11786,1,908.34,21
11787,4,659.46,67
11788,6,2095.16,265
11789,1,2117.32,216
11790,8,151.79,203
11791,3,21187.61,361
11792,4,3544.17,77
11793,12,1749.78,323
11794,5,265.82,202
11795,1,511.91,338
11796,1,4146.61,365
11798,8,3811.29,295
11799,1,2294.25,37
11800,4,458.87,284
11801,1,182.65,366
11802,2,118.03,77
11803,3,3350.11,372
11804,1,470.79,85
11805,1,529.46,368
11806,1,1260.58,55
11807,1,6359.78,321
11808,8,382.77,184
11809,1,777.34,100
11810,5,593.44,367
11811,1,447.68,289
11812,6,319.5,248
11813,1,321.8,114
11814,1,122.69,185
11815,4,445.11,69
11816,4,2481.62,136
11817,2,277.34,183
11818,1,1126.57,364
11819,1,267.15,217
11820,2,2048.43,358
11821,4,189.48,200
11822,4,174.22,372
11823,2,665.12,163
11824,4,133.1,42
11825,3,3163.33,177
11827,7,626.83,206
11828,6,399.2,315
11829,1,2040.18,280
11830,3,5531.28,231
11831,7,870.02,358
11832,1,925.64,60
11833,2,412.04,207
11834,7,913.43,366
11835,3,6579.77,73
11836,8,790.96,76
11837,1,181.94,370
11838,10,250.51,371
11839,1,3346.55,274
11840,4,599.98,289
11841,5,553.97,371
11842,1,222.0,353
11843,3,427.81,356
11844,4,178.95,368
11845,10,155.3,24
11846,2,949.09,140
11847,2,2162.7,210
11848,1,57.7,368
11849,5,788.0,36
11850,1,538.74,25
11851,2,234.05,260
11852,2,964.97,308
11853,1,2045.59,49
11854,8,1145.92,368
11855,2,1488.11,133
11856,3,2328.88,367
11857,1,221.05,211
11858,1,9944.39,241
11859,1,646.81,365
11860,1,153.11,23
11861,3,62.43,64
11862,1,784.56,356
11863,4,1058.28,235
11864,2,135.88,372
11865,2,139.52,357
11866,1,360.1,312
11867,2,4007.07,60
11868,4,1579.46,289
11870,1,406.47,325
11871,3,1046.56,288
11872,1,1382.75,212
11873,1,623.21,133
11874,5,165.0,365
11875,4,702.7,252
11876,1,6619.01,263
11877,1,309.54,204
11878,6,928.01,49
11879,8,800.59,56
11880,2,2517.5,58
11881,1,1340.93,191
11882,9,233.81,309
11884,4,388.75,60
11885,1,110.42,41
11886,2,626.13,100
11887,2,5230.97,86
11888,5,5397.85,357
11889,7,276.22,297
11890,4,2321.05,142
11891,3,2568.53,364
11892,8,260.17,136
11893,2,11156.3,280
11894,1,243.55,372
11895,1,191.69,39
11896,3,591.34,24
11897,4,631.95,29
11898,1,3534.54,90
11899,2,51.3,366
11900,7,753.39,309
11901,2,1705.94,28
11902,1,1126.0,296
11903,8,179.12,282
11904,2,457.75,346
11905,6,270.96,335
11906,2,1462.74,366
11907,6,974.54,356
11908,2,657.32,319
11909,4,1131.71,23
11910,7,690.67,240
11911,1,309.52,364
11912,2,442.52,359
11913,1,10672.41,248
11914,5,345.43,24
11915,2,239.98,365
11916,2,780.47,368
11917,1,1237.78,290
11918,2,7122.91,330
11919,1,482.21,6
11920,4,388.07,78
11921,2,135.34,367
11922,1,10492.76,364
11924,5,348.72,199
11925,2,2868.39,310
11926,1,798.64,246
11927,10,2240.02,273
11928,2,682.69,133
11929,3,236.05,59
11930,2,2006.67,370
11931,2,289.8,350
11932,1,679.2,371
11933,2,271.19,231
11934,2,180.37,172
11935,1,250.03,364
11936,3,1789.91,240
11937,8,130.44,356
11938,5,845.59,289
11939,8,426.96,65
11940,2,1059.17,219
11941,8,2072.05,211
11942,4,663.63,332
11943,1,217.73,66
11944,7,618.61,322
11945,2,337.39,127
11946,1,2474.08,203
11947,2,156.91,276
11948,1,2224.61,356
11949,1,2380.89,184
11951,3,863.98,289
11952,2,16460.85,316
11953,1,816.15,263
11954,2,611.86,128
11955,12,1905.89,371
11956,2,93.78,107
11957,1,320.6,242
11958,2,380.49,356
11960,3,6775.38,281
11961,1,215.83,368
11962,2,205.26,45
11963,4,1793.42,333
11964,1,706.47,59
11965,1,498.77,58
11966,1,921.05,164
11967,3,392.29,99
11968,1,2385.73,170
11969,10,1846.38,304
11970,1,1143.88,72
11971,2,81.4,269
11972,1,909.3,146
11973,3,88.5,225
11974,3,1316.25,298
11975,1,560.59,253
11976,1,579.86,291
11977,1,804.12,52
11978,5,279.0,35
11979,8,251.41,239
11980,1,854.97,65
11981,1,623.9,77
11982,2,133.41,106
11983,1,110.87,36
11984,1,151.83,365
11985,1,74.4,372
11986,3,684.95,73
11987,7,675.25,9
11988,1,250.08,279
11989,2,1474.9,80
11990,3,75.69,56
11991,3,446.08,359
11992,1,233.29,364
11993,11,4394.71,311
11994,9,974.97,251
11995,1,418.59,155
11997,4,415.81,72
11998,2,1286.13,167
11999,1,626.75,253
12000,1,425.03,290
12001,1,377.56,211
12002,2,3704.94,359
12003,2,429.74,367
12004,4,663.71,233
12005,5,228.66,45
12006,2,6700.0,352
12007,5,2273.18,370
12009,1,225.83,259
12010,1,439.45,66
12011,1,71.57,57
12012,4,600.14,333
12013,5,982.41,239
12014,1,192.11,366
12015,4,741.04,259
12016,7,562.76,371
12017,1,3704.42,43
12018,3,2215.4,78
12019,6,802.71,242
12020,3,530.14,287
12021,4,14.5,367
12022,4,2526.67,221
12023,1,2382.36,321
12024,2,322.99,244
12025,5,26772.78,330
12026,1,1041.56,315
12027,3,213.45,360
12028,1,901.21,363
12029,4,1468.26,94
12030,2,3750.65,216
12031,2,7227.94,275
12032,1,2272.8,6
12033,4,2040.14,148
12034,5,290.37,277
12035,1,383.01,234
12036,11,3214.09,142
12037,3,418.81,307
12038,1,236.18,290
12039,2,1135.47,205
12040,1,283.2,302
12041,3,1693.27,288
12042,1,336.95,116
12043,1,4007.01,32
12044,2,2542.0,42
12046,1,3941.43,17
12048,2,4200.35,365
12049,2,2816.79,38
12051,1,477.29,182
12052,1,915.02,371
12053,6,6917.36,239
12054,2,1127.62,240
12055,1,934.71,14
12056,2,2027.67,177
12058,3,1382.06,361
12059,5,341.45,86
12060,3,806.32,246
12061,1,671.42,212
12062,1,2599.21,72
12063,6,159.4,43
12064,1,1231.96,372
12065,1,3515.2,367
12066,3,150.53,31
12067,2,340.89,175
12068,1,373.99,70
12069,3,405.44,93
12070,1,244.1,70
12071,1,139.52,372
12072,2,1257.7,327
12073,1,758.94,104
12074,2,270.65,90
12075,1,76.53,293
12076,3,324.24,289
12077,3,324.23,357
12078,1,4167.1,366
12080,4,1151.52,122
12081,3,2467.66,269
12082,2,302.38,176
12083,1,74.5,357
12084,2,66170.15,247
12085,2,380.59,108
12086,1,224.91,325
12087,1,145.04,357
12089,4,361.64,316
12090,6,404.61,272
12091,1,1070.51,188
12092,1,2868.94,200
12093,3,271.25,357
12094,7,2235.83,317
12095,3,2088.4,367
12096,7,107.83,158
12097,5,7082.43,352
12101,2,2705.69,287
12102,5,1080.64,367
12103,2,674.7,20
12105,1,2209.84,46
12106,1,1376.63,60
12107,7,347.64,149
12108,3,307.07,44
12110,21,7144.5,358
12111,5,463.03,302
12112,3,1628.94,260
12113,9,306.74,238
12114,4,328.19,372
12115,2,268.27,203
12116,4,732.43,331
12117,4,2156.41,195
12118,2,178.32,260
12119,2,231.33,128
12121,3,2611.77,119
12122,1,819.14,287
12124,7,847.34,168
12125,1,360.14,16
12126,3,119.73,129
12127,3,59.32,196
12128,1,135.39,260
12129,7,410.8,371
12130,1,288.56,371
12131,1,348.16,364
12132,1,674.69,336
12133,1,1008.42,194
12134,1,77.44,62
12135,1,4632.72,361
12136,5,6171.43,277
12137,2,1594.71,308
12138,7,434.34,239
12139,8,1237.68,310
12140,1,2474.19,240
12141,1,221.69,295
12142,1,191.22,181
12143,1,557.07,149
12144,6,132.7,69
12146,6,199.98,371
12147,1,168.3,302
12148,3,881.06,200
12149,1,302.31,331
12150,1,1415.66,364
12151,2,1794.26,288
12152,1,259.38,273
12153,4,920.04,266
12154,2,815.63,37
12155,1,486.56,317
12156,1,607.45,53
12157,2,2888.58,286
12158,4,2780.68,210
12159,5,3601.94,370
12160,16,2298.95,366
12161,4,780.55,353
12162,1,289.95,360
12163,2,876.31,203
12164,1,806.9,84
12165,4,164.91,123
12166,8,3338.62,263
12168,3,1305.06,175
12169,1,513.98,353
12170,1,4276.19,321
12171,10,5988.15,77
12172,1,134.98,93
12173,7,232.88,63
12175,1,1214.68,322
12176,2,865.69,287
12177,3,302.15,63
12178,3,537.0,274
12179,1,458.53,358
12180,1,635.66,214
12181,2,84.54,249
12182,4,307.78,154
12183,8,731.17,363
12184,1,1407.1,247
12185,1,788.15,338
12186,7,5075.95,80
12187,2,116.01,51
12188,8,458.7,365
12189,1,762.13,130
12190,2,3122.76,58
12191,1,924.75,185
12194,2,434.8,296
12195,10,382.09,179
12196,1,88.1,49
12197,2,74.4,363
12198,3,418.05,169
12199,2,450.2,372
12200,2,104.83,153
12201,1,492.87,265
12202,2,5144.12,7
12204,3,439.61,43
12205,5,1871.0,70
12206,3,545.09,279
12207,1,141.5,351
12208,2,590.0,216
12209,2,520.8,83
12210,4,1775.61,324
12211,3,523.5,352
12212,7,163.86,368
12213,1,757.52,277
12214,1,396.89,183
12216,1,76.32,209
12218,2,399.6,319
12219,1,2477.18,184
12220,16,3090.04,153
12221,2,102.08,62
12222,2,214.85,154
12223,5,1385.45,321
12224,2,227.23,139
12225,1,2106.93,210
12226,13,2579.4,252
12227,4,3506.61,177
12228,4,236.74,361
12229,7,604.7,23
12230,2,2826.33,74
12231,3,675.28,175
12233,9,803.23,156
12234,3,109.28,164
12235,12,16244.6,207
12237,1,91.92,9
12238,9,5284.99,36
12239,1,18.13,262
12240,1,7152.91,365
12241,3,5693.05,283
12242,1,457.76,332
12243,1,1324.79,311
12244,3,234.12,326
12245,3,612.14,316
12246,1,328.21,372
12247,1,439.5,317
12248,5,10577.12,248
12249,3,215.03,253
12250,7,663.49,214
12251,2,1737.57,276
12252,1,248.61,105
12253,1,7277.01,123
12254,2,934.02,46
12255,1,552.19,191
12256,1,7027.52,308
12257,3,118.36,357
12258,1,224.04,74
12259,2,501.51,31
12260,1,1331.4,24
12261,1,1182.52,178
12262,8,1471.49,51
12263,1,438.45,316
12264,3,81.05,120
12265,6,2036.81,74
12266,1,2647.38,63
12267,1,17.7,273
12268,2,2636.52,358
12269,1,864.92,74
12270,5,4812.18,266
12272,1,3737.95,289
12273,1,1143.3,237
12274,3,547.53,276
12275,1,154.85,336
12276,1,420.99,254
12278,1,142.5,182
12279,1,541.96,367
12280,10,118.79,24
12281,4,414.84,363
12282,3,332.31,11
12283,5,597.5,317
12284,1,653.67,366
12285,4,3817.2,105
12286,6,313.94,64
12288,2,2500.77,259
12289,5,365.34,315
12290,3,376.89,196
12291,6,1153.95,335
12292,5,403.97,29
12293,1,16369.12,225
12294,6,138.29,370
12295,1,1271.79,42
12296,2,267.16,172
12297,1,113.44,38
12298,1,932.96,224
12299,7,680.04,199
12300,1,141.59,142
12302,1,3914.71,203
12303,3,383.55,328
12304,3,2089.79,276
12305,4,135.88,63
12306,1,363.02,371
12307,3,5227.74,361
12308,1,1590.4,365
12309,1,403.3,202
12310,1,313.93,276
12311,3,607.1,246
12312,4,1888.49,364
12313,3,462.0,146
12314,1,8468.71,25
12315,1,712.28,30
12317,5,784.48,10
12318,2,146.87,76
12319,6,1095.52,331
12320,1,495.51,371
12321,3,174.74,358
12322,1,476.47,307
12323,3,311.03,142
12324,1,197.36,16
12325,1,1825.34,211
12326,7,49.05,195
12327,1,2531.89,337
12328,2,1051.35,310
12329,1,354.09,309
12330,1,76.74,23
12331,2,122.96,182
12332,1,145.69,43
12333,1,536.99,293
12334,1,116.01,245
12335,2,112.49,64
12336,1,3959.51,36
12337,1,252.06,233
12339,1,365.71,25
12340,2,300.97,248
12341,10,538.38,294
12342,2,250.14,294
12343,1,4009.98,360
12344,3,600.07,23
12346,3,1716.16,259
12347,4,2425.86,197
12348,2,848.32,28
12350,5,623.45,283
12351,2,256.4,56
12352,1,449.93,372
12353,12,2623.62,367
12354,6,5748.92,316
12355,1,2995.11,368
12356,4,529.71,147
12357,1,4952.65,283
12358,8,384.06,372
12359,5,615.26,282
12360,2,494.38,372
12362,2,1660.96,265
12363,3,1295.38,368
12364,3,1541.7,336
12365,7,885.89,29
12366,1,2643.65,120
12367,1,3422.87,115
12368,1,307.57,234
12369,9,311.71,350
12370,2,465.6,59
12371,6,841.09,238
12372,1,305.02,363
12373,2,534.41,179
12374,3,600.0,168
12376,1,3349.96,214
12377,1,307.72,353
12378,1,1400.42,175
12380,7,707.87,367
12381,2,312.05,359
12382,4,502.01,309
12383,1,962.22,158
12384,2,286.32,50
12385,1,820.93,39
12386,2,389.82,241
12387,9,136.57,244
12388,1,189.89,280
12389,1,245.53,335
12390,2,332.43,185
12391,1,394.09,335
12393,1,204.98,363
12394,1,1678.02,217
12395,4,909.65,20
12396,1,638.21,356
12397,8,22.77,295
12398,7,1498.97,264
12399,2,126.14,363
12400,1,217.18,283
12401,1,75.95,260
12402,4,606.47,317
12403,1,1004.61,361
12404,7,834.46,58
12405,9,1484.14,125
12406,3,280.55,251
12407,2,43.4,241
12408,1,377.69,357
12409,1,559.96,41
12410,7,2113.57,38
12411,2,10664.47,368
12412,1,2676.41,288
12413,1,511.36,341
12414,1,713.13,29
12415,1,230.29,287
12416,2,288.49,284
12417,3,918.2,62
12418,4,69.8,200
12419,1,426.96,1
12420,1,991.89,318
12421,1,671.85,238
12422,1,572.38,28
12423,7,448.18,282
12424,2,147.19,175
12425,8,2266.26,231
12428,1,492.79,35
12429,3,241.08,184
12430,2,1797.95,315
12431,1,265.43,24
12432,5,3167.08,37
12433,1,4395.18,66
12434,1,2663.75,210
12436,3,4951.49,109
12437,8,620.37,261
12438,7,138.13,314
12439,1,2388.85,301
12440,3,632.69,287
12441,2,570.19,269
12442,3,310.73,310
12443,1,1366.54,367
12444,2,10061.12,372
12445,2,138.03,6
12446,1,1143.2,210
12447,1,1372.94,294
12448,10,389.62,254
12449,1,80.8,357
12450,1,4091.73,281
12451,3,507.07,126
12452,6,2363.6,322
12453,11,2806.92,58
12454,19,3104.65,24
12455,3,288.37,358
12456,2,131.65,50
12457,5,609.34,245
12458,3,3226.07,104
12459,2,2531.66,77
12460,1,234.26,169
12461,4,226.01,280
12462,3,5010.54,367
12463,1,114.13,371
12464,1,36.16,372
12465,4,1132.05,365
12466,2,455.92,366
12467,4,2910.14,183
12468,1,364.65,88
12469,5,2791.41,232
12470,1,112.8,357
12471,2,2794.7,74
12472,4,778.06,65
12473,11,1704.4,359
12474,3,864.89,105
12475,1,1509.0,357
12476,6,912.81,255
12477,1,225.83,63
12478,2,200.47,319
12479,1,155.83,323
12480,2,332.64,27
12481,1,958.56,260
12482,6,306.14,351
12483,1,178.96,372
12484,2,239533.89,371
12485,1,1071.84,317
12486,1,200.35,325
12487,3,413.86,241
12488,6,627.5,365
12489,1,412.18,262
12490,1,2044.65,24
12491,4,103.3,276
12492,1,2329.8,132
12493,1,457.87,28
12494,3,134.84,357
12495,1,784.03,165
12497,1,331.2,20
12498,9,1062.89,372
12499,1,2247.82,1
12500,1,109.12,182
12501,2,524.84,153
12502,2,158.87,258
12503,1,468.81,53
12504,1,591.36,258
12505,2,112.39,330
12506,4,429.09,170
12507,8,3716.26,203
12508,1,810.58,62
12509,1,10520.08,297
12510,1,306.72,371
12511,1,343.35,367
12512,2,890.33,38
12513,4,417.29,70
12514,1,1085.12,253
12515,6,225.84,246
12516,1,411.44,21
12517,2,3842.62,363
12518,2,168.31,331
12519,4,290.43,371
12520,1,383.69,328
12521,2,1268.74,252
12522,2,1578.75,161
12523,2,56.31,168
12524,2,1124.74,2
12525,2,698.21,34
12526,4,389.61,30
12527,1,5854.66,231
12528,2,506.84,225
12529,1,404.31,225
12530,2,2975.94,258
12531,1,5904.6,317
12533,6,1603.67,179
12534,1,136.78,367
12535,4,213.02,311
12536,2,234.08,371
12537,3,2788.98,188
12538,1,2740.56,283
12539,4,330.96,188
12540,5,3098.43,104
12541,8,1010.04,245
12542,6,860.57,364
12543,1,584.44,238
12544,2,399.76,189
12545,2,185.85,262
12546,2,730.92,372
12547,2,305.45,282
12548,3,1135.11,310
12549,5,377.8,319
12550,7,432.46,366
12551,1,1440.97,87
12552,3,1567.67,246
12553,4,110.38,372
12554,3,482.33,234
12555,1,213.29,323
12556,2,248.42,310
12557,1,4350.45,149
12558,2,4687.58,246
12559,1,15.0,239
12560,2,3344.6,239
12562,3,3158.23,321
12563,2,835.32,56
12564,3,642.8,308
12565,2,3722.53,262
12566,6,111.52,295
12567,1,2225.95,21
12568,4,4933.18,329
12569,2,412.62,39
12570,5,692.22,241
12571,2,3074.99,268
12572,4,345.56,14
12573,2,1058.45,84
12574,8,7977.68,309
12575,1,174.82,214
12576,1,2603.5,18
12577,1,309.89,338
12578,1,447.15,186
12579,4,1206.14,245
12580,2,177.67,77
12581,1,1237.6,273
12582,4,3638.78,296
12583,5,101.72,368
12584,3,675.9,317
12585,6,2132.47,315
12586,1,501.13,153
12587,2,2504.58,168
12588,1,537.02,276
12590,3,3191.2,365
12591,14,2542.88,366
12593,2,1418.29,46
12594,8,357.73,115
12595,1,126.13,308
12596,1,582.66,368
12597,2,4481.2,367
12599,4,9038.6,365
12600,5,314.45,253
12601,2,3407.14,182
12602,4,4415.65,371
12603,3,5060.97,368
12604,1,971.74,274
12606,10,371.58,336
12607,3,1740.5,44
12608,2,677.1,199
12609,3,138.25,265
12610,5,311.88,371
12611,1,38.17,29
12612,16,4046.31,372
12613,1,1260.37,316
12614,2,2623.87,17
12615,8,2700.45,197
